iter	Passed	Remaining
413	5484	16372
414	5501	16371
415	5503	16324
416	5522	16329
417	5537	16319
418	5541	16281
419	5562	16289
420	5582	16297
421	5600	16295
422	5617	16294
423	5637	16300
424	5658	16309
425	5668	16286
426	5685	16284
427	5707	16294
428	5728	16304
429	5745	16302
430	5747	16255
431	5761	16245
432	5781	16249
433	5797	16244
434	5819	16253
435	5837	16252
436	5854	16249
437	5869	16242
438	5888	16243
439	5903	16235
440	5919	16228
441	5938	16230
442	5960	16239
443	5980	16244
444	5998	16243
445	5999	16195
446	6020	16203
447	6039	16204
448	6061	16212
449	6080	16215
450	6085	16177
451	6104	16179
452	6123	16181
453	6143	16182
454	6161	16182
455	6179	16180
456	6198	16180
457	6200	16136
458	6221	16143
459	6236	16134
460	6257	16140
461	6277	16140
462	6280	16102
463	6300	16103
464	6320	16106
465	6340	16109
466	6341	16064
467	6359	16062
468	6379	16065
469	6398	16064
470	6417	16064
471	6433	16056
472	6451	16054
473	6470	16054
474	6486	16045
475	6488	16002
476	6507	16003
477	6522	15993
478	6542	15994
479	6563	15998
480	6566	15959
481	6585	15957
482	6604	15957
483	6625	15961
484	6642	15955
485	6661	15953
486	6678	15949
487	6698	15950
488	6700	15907
489	6718	15904
490	6719	15860
491	6739	15862
492	6761	15868
493	6767	15836
494	6787	15837
495	6804	15831
496	6822	15827
497	6840	15824
498	6856	15815
499	6877	15818
500	6897	15818
501	6914	15812
502	6932	15808
503	6951	15807
504	6972	15809
505	6991	15807
506	7012	15808
507	7030	15803
508	7032	15764
509	7050	15759
510	7070	15759
511	7091	15760
512	7111	15760
513	7131	15761
514	7146	15750
515	7164	15745
516	7167	15706
517	7168	15665
518	7186	15661
519	7205	15657
520	7228	15664
521	7253	15673
522	7277	15682
523	7301	15689
524	7319	15685
525	7342	15689
526	7360	15685
527	7361	15643
528	7380	15638
529	7381	15598
530	7403	15601
531	7425	15604
532	7447	15606
533	7463	15597
534	7483	15596
535	7503	15594
536	7505	15556
537	7526	15555
538	7543	15549
539	7557	15534
540	7576	15531
541	7593	15523
542	7594	15482
543	7611	15474
544	7629	15468
545	7647	15462
546	7666	15458
547	7684	15453
548	7703	15448
549	7723	15446
550	7744	15446
551	7759	15434
552	7776	15426
553	7793	15418
554	7795	15379
555	7812	15371
556	7831	15368
557	7852	15367
558	7874	15368
559	7893	15363
560	7909	15353
561	7924	15341
562	7944	15339
563	7946	15301
564	7967	15301
565	7985	15294
566	7986	15254
567	7988	15217
568	8006	15211
569	8021	15199
570	8038	15190
571	8039	15152
572	8056	15142
573	8077	15141
574	8094	15133
575	8114	15130
576	8130	15120
577	8145	15106
578	8159	15092
579	8179	15088
580	8199	15085
581	8201	15050
582	8218	15042
583	8237	15036
584	8241	15003
585	8259	14997
586	8280	14995
587	8302	14994
588	8324	14994
589	8342	14987
590	8360	14981
591	8378	14972
592	8393	14960
593	8410	14952
594	8426	14940
595	8442	14929
596	8459	14920
597	8479	14916
598	8500	14914
599	8519	14909
600	8539	14904
601	8554	14891
602	8571	14883
603	8589	14876
604	8611	14873
605	8632	14871
606	8648	14860
607	8665	14851
608	8683	14843
609	8685	14807
610	8705	14803
611	8723	14795
612	8741	14788
613	8757	14775
614	8777	14771
615	8780	14739
616	8782	14703
617	8802	14700
618	8822	14694
619	8843	14691
620	8859	14680
621	8881	14679
622	8901	14674
623	8923	14671
624	8939	14661
625	8959	14655
626	8977	14647
627	8992	14634
628	9013	14630
629	9029	14618
630	9030	14583
631	9050	14578
632	9052	14543
633	9068	14532
634	9082	14518
635	9084	14483
636	9100	14472
637	9117	14462
638	9139	14460
639	9158	14453
640	9175	14443
641	9195	14437
642	9215	14432
643	9231	14420
644	9250	14414
645	9269	14406
646	9288	14399
647	9307	14391
648	9310	14359
649	9330	14354
650	9349	14346
651	9350	14312
652	9370	14307
653	9390	14301
654	9407	14290
655	9425	14282
656	9447	14279
657	9467	14273
658	9485	14264
659	9508	14262
660	9523	14249
661	9544	14244
662	9562	14235
663	9563	14200
664	9579	14189
665	9594	14175
666	9609	14162
667	9624	14148
668	9642	14139
669	9658	14126
670	9678	14121
671	9696	14111
672	9710	14097
673	9730	14090
674	9746	14078
675	9765	14070
676	9786	14064
677	9801	14052
678	9822	14047
679	9839	14035
680	9855	14023
681	9875	14016
682	9895	14009
683	9912	13998
684	9930	13990
685	9946	13976
686	9964	13967
687	9980	13955
688	9998	13945
689	10008	13924
690	10026	13915
691	10044	13905
692	10060	13893
693	10078	13883
694	10094	13870
695	10113	13861
696	10127	13847
697	10144	13835
698	10160	13823
699	10174	13807
700	10193	13799
701	10213	13792
702	10230	13781
703	10250	13773
704	10268	13763
705	10285	13753
706	10301	13740
707	10322	13734
708	10324	13702
709	10342	13693
710	10359	13682
711	10379	13673
712	10397	13664
713	10417	13657
714	10439	13651
715	10441	13620
716	10460	13611
717	10476	13599
718	10497	13592
719	10512	13579
720	10531	13569
721	10546	13555
722	10548	13524
723	10564	13512
724	10585	13506
725	10600	13492
726	10620	13483
727	10635	13469
728	10656	13462
729	10675	13453
730	10695	13446
731	10714	13437
732	10734	13428
733	10753	13420
734	10773	13412
735	10791	13401
736	10809	13391
737	10825	13377
738	10845	13370
739	10865	13361
740	10882	13350
741	10902	13341
742	10922	13333
743	10939	13321
744	10958	13312
745	10975	13300
746	10992	13288
747	11012	13279
748	11031	13269
749	11047	13257
750	11068	13250
751	11090	13243
752	11107	13231
753	11127	13222
754	11144	13211
755	11165	13203
756	11187	13197
757	11189	13167
758	11210	13159
759	11226	13147
760	11244	13136
761	11262	13124
762	11283	13117
763	11304	13109
764	11325	13102
765	11344	13092
766	11361	13080
767	11379	13068
768	11395	13055
769	11410	13040
770	11426	13026
771	11444	13015
772	11462	13004
773	11481	12994
774	11501	12985
775	11520	12975
776	11541	12967
777	11562	12959
778	11582	12950
779	11603	12942
780	11621	12931
781	11642	12922
782	11662	12913
783	11681	12903
784	11701	12894
785	11720	12883
786	11742	12876
787	11759	12863
788	11778	12853
789	11798	12843
790	11816	12832
791	11836	12822
792	11856	12813
793	11877	12804
794	11893	12790
795	11911	12779
796	11931	12769
797	11951	12760
798	11973	12752
799	11992	12742
800	12012	12731
801	12030	12720
802	12050	12711
803	12065	12695
804	12084	12685
805	12106	12677
806	12121	12662
807	12141	12652
808	12155	12636
809	12168	12618
810	12184	12605
811	12203	12593
812	12217	12578
813	12236	12566
814	12255	12556
815	12276	12546
816	12297	12537
817	12316	12527
818	12335	12516
819	12350	12501
820	12369	12489
821	12389	12480
822	12408	12468
823	12426	12456
824	12444	12444
825	12465	12435
826	12484	12423
827	12505	12415
828	12525	12405
829	12543	12392
830	12563	12382
831	12583	12371
832	12599	12357
833	12616	12344
834	12635	12333
835	12655	12322
836	12674	12311
837	12695	12301
838	12713	12289
839	12734	12279
840	12755	12269
841	12775	12259
842	12794	12248
843	12813	12236
844	12834	12226
845	12850	12212
846	12871	12202
847	12891	12191
848	12910	12181
849	12930	12169
850	12950	12158
851	12971	12148
852	12989	12136
853	13009	12126
854	13027	12113
855	13046	12101
856	13063	12088
857	13084	12077
858	13099	12062
859	13115	12047
860	13134	12036
861	13155	12025
862	13174	12013
863	13176	11986
864	13195	11974
865	13212	11961
866	13233	11951
867	13253	11940
868	13272	11928
869	13292	11917
870	13310	11904
871	13332	11895
872	13351	11883
873	13367	11868
874	13387	11857
875	13406	11845
876	13424	11832
877	13443	11820
878	13461	11807
879	13482	11797
880	13484	11770
881	13506	11760
882	13522	11746
883	13541	11733
884	13563	11724
885	13583	11713
886	13605	11703
887	13624	11691
888	13643	11679
889	13660	11665
890	13677	11651
891	13698	11640
892	13715	11626
893	13725	11606
894	13743	11593
895	13762	11581
896	13780	11567
897	13799	11555
898	13820	11545
899	13837	11531
900	13857	11519
901	13878	11508
902	13880	11482
903	13897	11468
904	13918	11457
905	13937	11445
906	13957	11433
907	13975	11420
908	13979	11395
909	13998	11383
910	14018	11371
911	14037	11359
912	14057	11347
913	14075	11334
914	14077	11307
915	14096	11295
916	14112	11280
917	14133	11270
918	14147	11253
919	14168	11242
920	14189	11231
921	14210	11220
922	14230	11208
923	14247	11194
924	14265	11180
925	14286	11169
926	14304	11156
927	14323	11143
928	14344	11132
929	14365	11121
930	14384	11109
931	14401	11094
932	14422	11083
933	14438	11068
934	14455	11054
935	14478	11044
936	14496	11030
937	14516	11018
938	14535	11006
939	14558	10996
940	14578	10984
941	14597	10971
942	14618	10959
943	14640	10949
944	14660	10936
945	14679	10924
946	14701	10913
947	14720	10900
948	14740	10888
949	14753	10870
950	14772	10857
951	14789	10843
952	14802	10826
953	14815	10809
954	14830	10792
955	14850	10780
956	14867	10766
957	14873	10743
958	14893	10731
959	14909	10715
960	14928	10703
961	14946	10689
962	14965	10676
963	14985	10663
964	15003	10650
965	15025	10639
966	15045	10626
967	15065	10614
968	15082	10599
969	15102	10587
970	15123	10575
971	15140	10561
972	15157	10546
973	15177	10534
974	15197	10521
975	15218	10509
976	15236	10495
977	15255	10482
978	15275	10470
979	15293	10456
980	15313	10443
981	15333	10430
982	15352	10416
983	15371	10403
984	15391	10391
985	15410	10377
986	15429	10364
987	15446	10349
988	15466	10337
989	15485	10323
990	15487	10298
991	15507	10286
992	15528	10274
993	15548	10261
994	15568	10248
995	15588	10235
996	15605	10221
997	15624	10207
998	15642	10193
999	15664	10181
1000	15685	10169
1001	15707	10157
1002	15722	10142
1003	15737	10126
1004	15756	10112
1005	15769	10094
1006	15786	10080
1007	15805	10066
1008	15824	10053
1009	15845	10040
1010	15863	10026
1011	15881	10012
1012	15901	9999
1013	15919	9984
1014	15940	9972
1015	15959	9959
1016	15979	9946
1017	15997	9931
1018	16017	9918
1019	16036	9905
1020	16057	9892
1021	16076	9878
1022	16092	9863
1023	16112	9850
1024	16128	9834
1025	16148	9821
1026	16167	9807
1027	16188	9795
1028	16207	9780
1029	16228	9768
1030	16247	9754
1031	16268	9742
1032	16288	9729
1033	16308	9715
1034	16330	9703
1035	16349	9689
1036	16368	9676
1037	16387	9661
1038	16408	9649
1039	16426	9634
1040	16448	9622
1041	16466	9607
1042	16480	9591
1043	16494	9574
1044	16508	9557
1045	16528	9544
1046	16551	9532
1047	16570	9518
1048	16593	9506
1049	16613	9493
1050	16632	9479
1051	16650	9464
1052	16671	9451
1053	16691	9438
1054	16711	9424
1055	16730	9410
1056	16752	9398
1057	16773	9385
1058	16793	9372
1059	16815	9359
1060	16829	9342
1061	16849	9328
1062	16867	9314
1063	16887	9300
1064	16908	9287
1065	16926	9273
1066	16942	9257
1067	16963	9244
1068	16982	9230
1069	17004	9217
1070	17024	9203
1071	17044	9190
1072	17064	9176
1073	17083	9162
1074	17100	9146
1075	17118	9132
1076	17137	9117
1077	17158	9104
1078	17176	9089
1079	17195	9075
1080	17213	9060
1081	17233	9046
1082	17253	9033
1083	17273	9018
1084	17292	9004
1085	17313	8991
1086	17331	8976
1087	17349	8961
1088	17369	8948
1089	17389	8934
1090	17408	8919
1091	17426	8904
1092	17445	8890
1093	17461	8874
1094	17483	8861
1095	17503	8847
1096	17519	8831
1097	17538	8817
1098	17559	8803
1099	17576	8788
1100	17595	8773
1101	17613	8758
1102	17631	8743
1103	17651	8729
1104	17672	8716
1105	17692	8702
1106	17712	8688
1107	17731	8673
1108	17752	8660
1109	17771	8645
1110	17791	8631
1111	17813	8618
1112	17832	8603
1113	17853	8590
1114	17872	8575
1115	17894	8562
1116	17915	8548
1117	17936	8534
1118	17955	8520
1119	17974	8505
1120	17992	8490
1121	18008	8474
1122	18026	8459
1123	18047	8445
1124	18064	8429
1125	18084	8416
1126	18105	8402
1127	18124	8387
1128	18141	8371
1129	18161	8357
1130	18176	8340
1131	18196	8326
1132	18217	8312
1133	18237	8298
1134	18253	8282
1135	18274	8268
1136	18294	8254
1137	18313	8239
1138	18332	8224
1139	18347	8208
1140	18366	8193
1141	18385	8178
1142	18404	8163
1143	18423	8148
1144	18442	8134
1145	18461	8119
1146	18482	8105
1147	18501	8090
1148	18518	8074
1149	18534	8058
1150	18554	8044
1151	18570	8027
1152	18589	8013
1153	18603	7995
1154	18616	7978
1155	18636	7964
1156	18656	7949
1157	18676	7935
1158	18690	7917
1159	18709	7903
1160	18727	7887
1161	18744	7872
1162	18762	7856
1163	18781	7841
1164	18797	7825
1165	18816	7810
1166	18837	7796
1167	18856	7781
1168	18876	7767
1169	18895	7752
1170	18915	7737
1171	18936	7723
1172	18956	7708
1173	18978	7694
1174	18997	7680
1175	19014	7663
1176	19032	7648
1177	19050	7633
1178	19068	7617
1179	19089	7603
1180	19109	7588
1181	19124	7572
1182	19147	7558
1183	19165	7543
1184	19181	7527
1185	19197	7510
1186	19215	7495
1187	19238	7481
1188	19256	7466
1189	19277	7451
1190	19295	7436
1191	19311	7419
1192	19330	7404
1193	19343	7387
1194	19364	7373
1195	19384	7358
1196	19402	7342
1197	19417	7326
1198	19438	7311
1199	19457	7296
1200	19477	7281
1201	19496	7266
1202	19517	7252
1203	19531	7235
1204	19552	7220
1205	19572	7205
1206	19588	7189
1207	19607	7174
1208	19621	7157
1209	19639	7141
1210	19659	7126
1211	19681	7112
1212	19700	7097
1213	19717	7081
1214	19731	7064
1215	19748	7048
1216	19765	7032
1217	19786	7017
1218	19803	7002
1219	19821	6986
1220	19839	6970
1221	19858	6955
1222	19876	6939
1223	19898	6925
1224	19915	6909
1225	19934	6894
1226	19955	6879
1227	19972	6863
1228	19992	6848
1229	20013	6833
1230	20034	6819
1231	20054	6804
1232	20076	6789
1233	20093	6773
1234	20115	6759
1235	20135	6744
1236	20150	6727
1237	20170	6712
1238	20191	6698
1239	20210	6682
1240	20230	6667
1241	20250	6652
1242	20267	6636
1243	20285	6620
1244	20305	6605
1245	20320	6588
1246	20339	6573
1247	20358	6557
1248	20378	6542
1249	20398	6527
1250	20420	6512
1251	20438	6497
1252	20457	6481
1253	20475	6466
1254	20495	6450
1255	20516	6435
1256	20536	6420
1257	20552	6404
1258	20569	6388
1259	20587	6372
1260	20606	6356
1261	20624	6341
1262	20644	6325
1263	20663	6310
1264	20683	6294
1265	20705	6280
1266	20726	6265
1267	20746	6250
1268	20764	6234
1269	20783	6218
1270	20801	6202
1271	20820	6187
1272	20840	6171
1273	20859	6156
1274	20878	6140
1275	20897	6125
1276	20915	6109
1277	20935	6093
1278	20957	6079
1279	20976	6063
1280	20996	6048
1281	21019	6033
1282	21041	6018
1283	21063	6004
1284	21082	5988
1285	21104	5973
1286	21122	5957
1287	21139	5941
1288	21158	5925
1289	21176	5909
1290	21194	5893
1291	21214	5878
1292	21234	5862
1293	21251	5846
1294	21269	5830
1295	21287	5814
1296	21307	5799
1297	21327	5783
1298	21347	5768
1299	21367	5752
1300	21387	5737
1301	21405	5721
1302	21420	5704
1303	21436	5687
1304	21457	5672
1305	21478	5657
1306	21501	5642
1307	21519	5626
1308	21539	5611
1309	21559	5595
1310	21580	5580
1311	21599	5564
1312	21618	5548
1313	21640	5533
1314	21656	5517
1315	21677	5501
1316	21697	5486
1317	21716	5470
1318	21736	5454
1319	21757	5439
1320	21776	5423
1321	21795	5407
1322	21814	5391
1323	21834	5376
1324	21853	5360
1325	21870	5343
1326	21888	5327
1327	21908	5312
1328	21927	5296
1329	21946	5280
1330	21963	5263
1331	21981	5247
1332	22001	5232
1333	22021	5216
1334	22042	5200
1335	22060	5184
1336	22081	5169
1337	22101	5153
1338	22119	5137
1339	22140	5121
1340	22159	5106
1341	22177	5090
1342	22198	5074
1343	22216	5058
1344	22236	5042
1345	22257	5026
1346	22273	5010
1347	22291	4994
1348	22310	4977
1349	22329	4962
1350	22346	4945
1351	22365	4929
1352	22385	4913
1353	22404	4897
1354	22424	4882
1355	22445	4866
1356	22461	4849
1357	22480	4833
1358	22498	4817
1359	22519	4802
1360	22540	4786
1361	22561	4770
1362	22582	4755
1363	22600	4738
1364	22617	4722
1365	22633	4705
1366	22652	4689
1367	22673	4673
1368	22693	4658
1369	22712	4641
1370	22731	4625
1371	22746	4609
1372	22761	4592
1373	22779	4575
1374	22798	4559
1375	22813	4542
1376	22831	4526
1377	22846	4509
1378	22865	4493
1379	22884	4477
1380	22904	4461
1381	22922	4445
1382	22937	4428
1383	22957	4412
1384	22972	4395
1385	22992	4379
1386	23008	4362
1387	23029	4347
1388	23045	4330
1389	23064	4314
1390	23085	4298
1391	23106	4282
1392	23123	4266
1393	23142	4249
1394	23161	4233
1395	23177	4217
1396	23192	4200
1397	23208	4183
1398	23227	4167
1399	23246	4151
1400	23263	4134
1401	23283	4118
1402	23302	4102
1403	23321	4086
1404	23342	4070
1405	23363	4054
1406	23384	4038
1407	23403	4022
1408	23425	4006
1409	23446	3990
1410	23463	3974
1411	23482	3958
1412	23498	3941
1413	23518	3925
1414	23536	3908
1415	23554	3892
1416	23573	3876
1417	23593	3860
1418	23608	3843
1419	23626	3826
1420	23642	3810
1421	23660	3793
1422	23676	3776
1423	23695	3760
1424	23712	3744
1425	23730	3727
1426	23750	3711
1427	23767	3694
1428	23787	3678
1429	23806	3662
1430	23826	3646
1431	23844	3629
1432	23860	3613
1433	23880	3596
1434	23899	3580
1435	23917	3564
1436	23937	3548
1437	23955	3531
1438	23976	3515
1439	23993	3499
1440	24012	3482
1441	24030	3466
1442	24048	3449
1443	24067	3433
1444	24082	3416
1445	24101	3400
1446	24122	3384
1447	24142	3368
1448	24162	3351
1449	24181	3335
1450	24199	3318
1451	24219	3302
1452	24237	3286
1453	24255	3269
1454	24275	3253
1455	24290	3236
1456	24309	3220
1457	24324	3203
1458	24342	3186
1459	24363	3170
1460	24383	3154
1461	24400	3137
1462	24418	3121
1463	24434	3104
1464	24449	3087
1465	24468	3071
1466	24487	3054
1467	24507	3038
1468	24527	3022
1469	24543	3005
1470	24558	2988
1471	24576	2971
1472	24591	2955
1473	24613	2938
1474	24633	2922
1475	24650	2905
1476	24668	2889
1477	24681	2872
1478	24701	2855
1479	24715	2838
1480	24735	2822
1481	24755	2806
1482	24769	2789
1483	24784	2772
1484	24803	2755
1485	24824	2739
1486	24829	2721
1487	24848	2705
1488	24866	2688
1489	24881	2671
1490	24897	2655
1491	24917	2638
1492	24937	2622
1493	24952	2605
1494	24970	2588
1495	24988	2572
1496	25007	2555
1497	25026	2539
1498	25044	2522
1499	25063	2506
1500	25082	2489
1501	25102	2473
1502	25122	2457
1503	25135	2440
1504	25156	2423
1505	25172	2406
1506	25192	2390
1507	25207	2373
1508	25225	2357
1509	25245	2340
1510	25260	2323
1511	25280	2307
1512	25300	2290
1513	25320	2274
1514	25341	2258
1515	25356	2241
1516	25375	2224
1517	25394	2208
1518	25412	2191
1519	25430	2174
1520	25445	2158
1521	25466	2141
1522	25481	2124
1523	25500	2108
1524	25517	2091
1525	25533	2074
1526	25552	2058
1527	25566	2041
1528	25583	2024
1529	25603	2008
1530	25622	1991
1531	25642	1975
1532	25662	1958
1533	25681	1942
1534	25700	1925
1535	25719	1908
1536	25741	1892
1537	25760	1875
1538	25780	1859
1539	25802	1843
1540	25822	1826
1541	25842	1809
1542	25861	1793
1543	25879	1776
1544	25898	1760
1545	25914	1743
1546	25933	1726
1547	25954	1710
1548	25970	1693
1549	25984	1676
1550	26002	1659
1551	26021	1643
1552	26036	1626
1553	26052	1609
1554	26072	1592
1555	26092	1576
1556	26108	1559
1557	26129	1542
1558	26151	1526
1559	26167	1509
1560	26186	1493
1561	26204	1476
1562	26222	1459
1563	26240	1442
1564	26261	1426
1565	26283	1409
1566	26300	1393
1567	26318	1376
1568	26338	1359
1569	26359	1343
1570	26378	1326
1571	26399	1309
1572	26421	1293
1573	26439	1276
1574	26456	1259
1575	26476	1243
1576	26492	1226
1577	26507	1209
1578	26527	1192
1579	26541	1175
1580	26559	1159
1581	26579	1142
1582	26600	1125
1583	26619	1109
1584	26638	1092
1585	26658	1075
1586	26678	1059
1587	26698	1042
1588	26719	1025
1589	26740	1009
1590	26761	992
1591	26778	975
1592	26799	958
1593	26815	942
1594	26836	925
1595	26858	908
1596	26877	891
1597	26892	875
1598	26914	858
1599	26936	841
1600	26951	824
1601	26971	808
1602	26993	791
1603	27007	774
1604	27026	757
1605	27046	741
1606	27067	724
1607	27087	707
1608	27105	690
1609	27122	673
1610	27140	657
1611	27159	640
1612	27179	623
1613	27201	606
1614	27220	589
1615	27239	573
1616	27257	556
1617	27276	539
1618	27296	522
1619	27312	505
1620	27333	488
1621	27355	472
1622	27375	455
1623	27395	438
1624	27416	421
1625	27436	404
1626	27455	388
1627	27476	371
1628	27495	354
1629	27515	337
1630	27534	320
1631	27553	303
1632	27570	287
1633	27588	270
1634	27610	253
1635	27628	236
1636	27649	219
1637	27666	202
1638	27688	185
1639	27707	168
1640	27728	152
1641	27744	135
1642	27764	118
1643	27781	101
1644	27802	84
1645	27823	67
1646	27844	50
1647	27859	33
1648	27874	16
1649	27890	0
