iter	RMSE
296	5539.639653
297	5536.4609
298	5531.2616
299	5527.171531
300	5522.958803
301	5518.722443
302	5514.034962
303	5511.940855
304	5507.817525
305	5502.817805
306	5500.601533
307	5496.786362
308	5491.201142
309	5486.634939
310	5481.874885
311	5476.381008
312	5472.784178
313	5467.473536
314	5466.440419
315	5461.43817
316	5460.645438
317	5456.676321
318	5452.766634
319	5448.643926
320	5444.931617
321	5440.365201
322	5434.619089
323	5430.330329
324	5425.997668
325	5419.949241
326	5416.235465
327	5411.685259
328	5408.129521
329	5403.504342
330	5398.821665
331	5394.492713
332	5389.595893
333	5385.78743
334	5381.197361
335	5376.506579
336	5373.706497
337	5370.328428
338	5366.507548
339	5362.449724
340	5357.55714
341	5353.519417
342	5349.019973
343	5345.085998
344	5339.317798
345	5335.296445
346	5329.616714
347	5327.470253
348	5322.956698
349	5317.993655
350	5317.67167
351	5314.073822
352	5309.006488
353	5305.47731
354	5299.506263
355	5296.577504
356	5294.250403
357	5290.346147
358	5285.374761
359	5280.230713
360	5276.013442
361	5273.333814
362	5269.819904
363	5267.564646
364	5263.058854
365	5258.232112
366	5255.85775
367	5252.121932
368	5248.69441
369	5246.880848
370	5242.401457
371	5238.027358
372	5234.895664
373	5229.517374
374	5226.678789
375	5221.847727
376	5217.496158
377	5216.513208
378	5211.112577
379	5206.614151
380	5201.767796
381	5199.164889
382	5196.76429
383	5195.294452
384	5192.043387
385	5187.312176
386	5184.431926
387	5179.151078
388	5174.014461
389	5170.060769
390	5166.78021
391	5163.784883
392	5160.552397
393	5157.229393
394	5156.513081
395	5152.354623
396	5151.550452
397	5148.39005
398	5146.911188
399	5144.670211
400	5140.926405
401	5138.20073
402	5135.363523
403	5132.710489
404	5130.798348
405	5126.236054
406	5123.907264
407	5121.005305
408	5117.515207
409	5114.515207
410	5111.273059
411	5110.298561
412	5105.582944
413	5102.994918
414	5098.524305
415	5097.764179
416	5093.132223
417	5089.389199
418	5087.649985
419	5081.686341
420	5079.557786
421	5075.613286
422	5071.431586
423	5067.415326
424	5064.711009
425	5062.862306
426	5059.717543
427	5057.538701
428	5054.160323
429	5051.317147
430	5051.17571
431	5048.158536
432	5044.829554
433	5041.520426
434	5037.950561
435	5034.698931
436	5029.809388
437	5026.327686
438	5023.34686
439	5020.451092
440	5018.122511
441	5014.405915
442	5011.295448
443	5008.699069
444	5005.397768
445	5005.069652
446	5002.260019
447	4999.944545
448	4996.913291
449	4993.240609
450	4991.768504
451	4988.029211
452	4985.722416
453	4982.654478
454	4979.943347
455	4976.78933
456	4972.79045
457	4971.953109
458	4967.333989
459	4962.698779
460	4960.262948
461	4957.275495
462	4956.426434
463	4952.795693
464	4949.268842
465	4947.719141
466	4947.695617
467	4943.436811
468	4939.558849
469	4936.27143
470	4933.604678
471	4929.511088
472	4926.37857
473	4922.468576
474	4918.836187
475	4917.472326
476	4915.229508
477	4912.060997
478	4909.729364
479	4906.694356
480	4906.173671
481	4903.833203
482	4901.311995
483	4899.020009
484	4896.707333
485	4893.898379
486	4891.268062
487	4888.371653
488	4888.073028
489	4884.885243
490	4884.850428
491	4881.664806
492	4877.898059
493	4877.145164
494	4872.683845
495	4868.961737
496	4866.26419
497	4864.351969
498	4862.826907
499	4858.312017
500	4855.704044
501	4852.963735
502	4850.231033
503	4847.341795
504	4842.24023
505	4840.012516
506	4837.11154
507	4834.349174
508	4832.671003
509	4828.503084
510	4825.488509
511	4823.067315
512	4820.531044
513	4817.642223
514	4815.155778
515	4811.460991
516	4810.73289
517	4810.435472
518	4807.570953
519	4804.424045
520	4800.40296
521	4797.697774
522	4795.000313
523	4792.182617
524	4789.681888
525	4786.913089
526	4784.501046
527	4784.238656
528	4780.768608
529	4780.510875
530	4778.481726
531	4775.154137
532	4773.343335
533	4771.039825
534	4767.424611
535	4765.757424
536	4765.00026
537	4761.323091
538	4758.3194
539	4755.482989
540	4753.390793
541	4749.353042
542	4749.111933
543	4747.423307
544	4745.78154
545	4742.59527
546	4739.571046
547	4737.575439
548	4733.111429
549	4729.502011
550	4725.914674
551	4723.454757
552	4720.242218
553	4717.091237
554	4716.860745
555	4713.158095
556	4709.431604
557	4705.567403
558	4701.229584
559	4697.805141
560	4695.733593
561	4693.506417
562	4689.786726
563	4689.360628
564	4686.94416
565	4684.155107
566	4683.934686
567	4683.653354
568	4680.563411
569	4677.483264
570	4674.725336
571	4674.700148
572	4671.790732
573	4669.285986
574	4666.955233
575	4664.924825
576	4662.368551
577	4658.359078
578	4655.607143
579	4651.819508
580	4650.142169
581	4649.076203
582	4647.439391
583	4644.88531
584	4644.798212
585	4642.542426
586	4638.28466
587	4634.587378
588	4632.491235
589	4628.042835
590	4625.295441
591	4623.445884
592	4621.496907
593	4618.536018
594	4617.022317
595	4614.891928
596	4613.310312
597	4612.171082
598	4608.664083
599	4605.098751
600	4601.804065
601	4600.317428
602	4597.82217
603	4595.814868
604	4592.110441
605	4589.224533
606	4586.62666
607	4583.486078
608	4582.117238
609	4581.922119
610	4578.341624
611	4575.314983
612	4572.352564
613	4570.960793
614	4569.173336
615	4568.63991
616	4568.455564
617	4565.605302
618	4563.046716
619	4559.508833
620	4557.061373
621	4554.288492
622	4549.736054
623	4547.927465
624	4545.372299
625	4542.093263
626	4540.217608
627	4538.939053
628	4537.452951
629	4535.22186
630	4534.824613
631	4533.634819
632	4533.587716
633	4531.719463
634	4529.617925
635	4529.076403
636	4526.639917
637	4524.498589
638	4522.345818
639	4519.389234
640	4516.632126
641	4513.075443
642	4511.266092
643	4509.597659
644	4507.809898
645	4506.243336
646	4502.540954
647	4500.365568
648	4499.86272
649	4496.931844
650	4495.808173
651	4495.642171
652	4491.541534
653	4489.837207
654	4487.733841
655	4485.70597
656	4483.150389
657	4480.58898
658	4478.236134
659	4476.104978
660	4473.642733
661	4470.68301
662	4468.342408
663	4468.305647
664	4465.587327
665	4463.320227
666	4460.66044
667	4458.506216
668	4456.524952
669	4453.501046
670	4450.191284
671	4447.862373
672	4444.812665
673	4443.184119
674	4440.733857
675	4437.347047
676	4435.876688
677	4433.899484
678	4431.19866
679	4429.40856
680	4427.84231
681	4424.257907
682	4422.458761
683	4420.031937
684	4417.913477
685	4416.856676
686	4415.106411
687	4412.021291
688	4409.568956
689	4408.287897
690	4405.850986
691	4403.406908
692	4401.341304
693	4398.57174
694	4394.989253
695	4391.620569
696	4388.614308
697	4386.255627
698	4383.642636
699	4379.372003
700	4377.318594
701	4374.160074
702	4371.630961
703	4369.667399
704	4367.642886
705	4365.538386
706	4363.152288
707	4361.191582
708	4360.769828
709	4359.101647
710	4356.6865
711	4353.532451
712	4350.490783
713	4347.686424
714	4344.118664
715	4344.070362
716	4340.521025
717	4339.169234
718	4336.681341
719	4334.571117
720	4331.161488
721	4329.743055
722	4329.732813
723	4327.924244
724	4325.053594
725	4321.97242
726	4317.959578
727	4315.041079
728	4311.556096
729	4308.780725
730	4304.90504
731	4303.621122
732	4301.73431
733	4297.862108
734	4296.023178
735	4292.418737
736	4290.743691
737	4287.619426
738	4285.387774
739	4282.147062
740	4279.996313
741	4274.910971
742	4271.837562
743	4269.922955
744	4268.151269
745	4267.111466
746	4265.169667
747	4261.104696
748	4258.415893
749	4256.554311
750	4255.157939
751	4251.706028
752	4251.233513
753	4246.857912
754	4244.989856
755	4243.185928
756	4240.541473
757	4240.524422
758	4238.040929
759	4235.491658
760	4233.282631
761	4231.373893
762	4229.055099
763	4227.460568
764	4225.084534
765	4222.280542
766	4219.058302
767	4215.571074
768	4213.563288
769	4211.342246
770	4208.387196
771	4205.537432
772	4204.020338
773	4201.489262
774	4200.36421
775	4197.76231
776	4195.042827
777	4191.868496
778	4189.220035
779	4186.58518
780	4183.863995
781	4182.331929
782	4180.606947
783	4178.591589
784	4177.129468
785	4174.20213
786	4171.623817
787	4170.164792
788	4168.433152
789	4165.72314
790	4163.478795
791	4162.361931
792	4158.922027
793	4157.796168
794	4154.483879
795	4154.102118
796	4151.046355
797	4149.614322
798	4146.898838
799	4144.768692
800	4141.961099
801	4140.171871
802	4137.230016
803	4135.281021
804	4133.631457
805	4132.052925
806	4129.477559
807	4128.039107
808	4125.420156
809	4123.426147
810	4121.562916
811	4118.215902
812	4115.451288
813	4113.404389
814	4112.116764
815	4109.59973
816	4108.582115
817	4106.690768
818	4104.487508
819	4102.675897
820	4099.154639
821	4097.426791
822	4094.318341
823	4091.938063
824	4089.566602
825	4087.268858
826	4085.626681
827	4082.563249
828	4081.115751
829	4078.420537
830	4076.4493
831	4074.785325
832	4072.109688
833	4069.519763
834	4067.510823
835	4064.368235
836	4061.183876
837	4059.75913
838	4057.550848
839	4056.664681
840	4053.216035
841	4050.863637
842	4047.43609
843	4044.077908
844	4041.282379
845	4039.595432
846	4037.721277
847	4036.706654
848	4033.459288
849	4032.087758
850	4029.611502
851	4027.848813
852	4024.948146
853	4023.765313
854	4021.689375
855	4020.464202
856	4017.313944
857	4015.877699
858	4012.479612
859	4010.520174
860	4008.717437
861	4005.255444
862	4002.737498
863	4002.719554
864	3999.826108
865	3997.535346
866	3995.658935
867	3993.835644
868	3989.692824
869	3986.661431
870	3983.888108
871	3981.517022
872	3978.39129
873	3976.913826
874	3974.815269
875	3972.851814
876	3970.409611
877	3967.67469
878	3966.405221
879	3963.181303
880	3963.156275
881	3961.781671
882	3960.576262
883	3957.884261
884	3955.54293
885	3952.059608
886	3950.380051
887	3949.145629
888	3946.579766
889	3944.235908
890	3943.926077
891	3942.385905
892	3940.764192
893	3940.624513
894	3938.80432
895	3937.249633
896	3935.015833
897	3933.025046
898	3930.552953
899	3928.593337
900	3926.072613
901	3923.195541
902	3923.178471
903	3920.29045
904	3918.805629
905	3917.314782
906	3914.979691
907	3914.237615
908	3914.20233
909	3911.001033
910	3909.644625
911	3907.368711
912	3905.565373
913	3903.952856
914	3903.936602
915	3900.472657
916	3898.406361
917	3895.895585
918	3893.956521
919	3890.252782
920	3888.502896
921	3887.171524
922	3884.171667
923	3881.524311
924	3879.253251
925	3877.715305
926	3875.275431
927	3874.770561
928	3871.757901
929	3868.876666
930	3866.644269
931	3866.288987
932	3864.238244
933	3863.137864
934	3861.472097
935	3860.299981
936	3857.52657
937	3855.057512
938	3852.323591
939	3849.886482
940	3847.568017
941	3844.723165
942	3842.053328
943	3838.900393
944	3836.98969
945	3835.747819
946	3832.685608
947	3830.532299
948	3827.890473
949	3827.754427
950	3825.29948
951	3821.898676
952	3819.89647
953	3818.558452
954	3815.342456
955	3813.790469
956	3811.210959
957	3811.096559
958	3810.115032
959	3808.554704
960	3805.539377
961	3804.002138
962	3801.615655
963	3799.145703
964	3796.773913
965	3793.893872
966	3791.521488
967	3790.982977
968	3790.624326
969	3787.620432
970	3786.112333
971	3784.411068
972	3782.194662
973	3779.101991
974	3776.727509
975	3775.781602
976	3773.984968
977	3772.148983
978	3769.368769
979	3767.617806
980	3765.681937
981	3762.734397
982	3760.4728
983	3758.611885
984	3757.667277
985	3755.301025
986	3752.598228
987	3750.111684
988	3747.828839
989	3744.739368
990	3744.682356
991	3741.720658
992	3739.840993
993	3737.617685
994	3736.895656
995	3733.581614
996	3732.195708
997	3730.053705
998	3727.354532
999	3724.556077
1000	3721.456718
1001	3718.161151
1002	3717.858138
1003	3716.086921
1004	3714.293263
1005	3714.093364
1006	3711.219703
1007	3710.023483
1008	3708.292549
1009	3706.49395
1010	3704.516311
1011	3703.853896
1012	3701.349576
1013	3698.594394
1014	3696.575836
1015	3694.744637
1016	3692.98119
1017	3691.405537
1018	3689.477199
1019	3688.343988
1020	3685.916149
1021	3683.565946
1022	3683.354761
1023	3680.640855
1024	3680.524998
1025	3678.77816
1026	3676.47134
1027	3675.438265
1028	3674.381319
1029	3672.015866
1030	3669.502915
1031	3667.710722
1032	3664.793185
1033	3663.298495
1034	3660.911351
1035	3658.744271
1036	3657.064232
1037	3654.625621
1038	3651.824869
1039	3650.1898
1040	3648.172653
1041	3646.524272
1042	3646.404146
1043	3646.319033
1044	3644.274783
1045	3642.313508
1046	3640.974728
1047	3640.448934
1048	3639.768868
1049	3638.476624
1050	3637.151525
1051	3635.106168
1052	3634.292351
1053	3632.492297
1054	3630.370461
1055	3627.730825
1056	3626.019961
1057	3624.645865
1058	3622.784279
1059	3621.280514
1060	3621.168326
1061	3618.897379
1062	3617.063608
1063	3614.820853
1064	3612.07114
1065	3609.375815
1066	3607.311072
1067	3605.78098
1068	3604.583039
1069	3602.387093
1070	3599.783377
1071	3597.459316
1072	3595.665141
1073	3592.500605
1074	3591.043659
1075	3588.289858
1076	3585.852815
1077	3583.963013
1078	3582.673487
1079	3580.47703
1080	3578.402253
1081	3576.25743
1082	3574.823923
1083	3572.457953
1084	3569.627671
1085	3567.687014
1086	3565.669511
1087	3564.234437
1088	3561.806373
1089	3561.3287
1090	3558.93831
1091	3556.826116
1092	3554.493425
1093	3552.359835
1094	3550.15064
1095	3548.360082
1096	3546.421627
1097	3545.135773
1098	3542.503394
1099	3540.369441
1100	3537.600733
1101	3534.698632
1102	3533.369712
1103	3531.32458
1104	3529.179825
1105	3528.30037
1106	3527.868447
1107	3525.974878
1108	3523.509691
1109	3522.562106
1110	3521.560898
1111	3519.583287
1112	3517.724482
1113	3515.130516
1114	3512.786326
1115	3511.632449
1116	3509.344777
1117	3506.497755
1118	3503.889064
1119	3502.718531
1120	3500.576077
1121	3498.763322
1122	3495.953991
1123	3494.090708
1124	3492.268717
1125	3490.125338
1126	3488.600901
1127	3486.328391
1128	3484.626115
1129	3482.84228
1130	3482.115748
1131	3481.819882
1132	3479.82512
1133	3478.249864
1134	3476.68831
1135	3475.270185
1136	3472.843667
1137	3470.607077
1138	3468.301609
1139	3466.806462
1140	3465.461981
1141	3462.961952
1142	3461.34233
1143	3459.532294
1144	3457.696711
1145	3455.527309
1146	3452.345355
1147	3451.324953
1148	3449.587208
1149	3447.70564
1150	3445.82678
1151	3445.454571
1152	3443.737062
1153	3443.582703
1154	3443.265443
1155	3440.424579
1156	3437.64651
1157	3436.105078
1158	3435.816112
1159	3433.33204
1160	3431.269148
1161	3430.217551
1162	3429.027787
1163	3426.661785
1164	3424.706661
1165	3422.982269
1166	3421.557755
1167	3419.953757
1168	3418.122266
1169	3416.532256
1170	3415.239822
1171	3413.253401
1172	3411.221112
1173	3409.126347
1174	3406.544487
1175	3406.249234
1176	3404.946184
1177	3404.197531
1178	3402.162103
1179	3399.952651
1180	3397.777891
1181	3397.679756
1182	3396.208526
1183	3395.902745
1184	3394.623186
1185	3392.878661
1186	3391.846742
1187	3389.338847
1188	3386.664267
1189	3384.401359
1190	3382.23948
1191	3379.807137
1192	3378.827427
1193	3378.694197
1194	3376.345796
1195	3374.951681
1196	3373.700269
1197	3373.278346
1198	3371.616547
1199	3369.693776
1200	3369.324796
1201	3366.504559
1202	3364.140033
1203	3362.265412
1204	3360.489799
1205	3359.510047
1206	3358.35479
1207	3357.078677
1208	3356.540053
1209	3353.62789
1210	3352.105781
1211	3350.366323
1212	3348.614202
1213	3346.748109
1214	3345.002694
1215	3342.687716
1216	3340.131012
1217	3338.54872
1218	3337.411207
1219	3335.698638
1220	3334.838542
1221	3332.694427
1222	3331.171353
1223	3330.039609
1224	3328.29289
1225	3326.029235
1226	3323.801667
1227	3322.483863
1228	3321.242101
1229	3320.309221
1230	3318.54585
1231	3318.021267
1232	3315.649735
1233	3313.933817
1234	3312.45103
1235	3312.026805
1236	3310.615295
1237	3308.986215
1238	3307.095209
1239	3305.665506
1240	3303.615587
1241	3302.689505
1242	3302.458261
1243	3300.928073
1244	3299.226284
1245	3297.987817
1246	3296.294889
1247	3294.084106
1248	3292.296558
1249	3289.747152
1250	3287.917242
1251	3286.036205
1252	3283.896449
1253	3282.359802
1254	3281.280145
1255	3279.591278
1256	3278.264237
1257	3276.261417
1258	3273.701057
1259	3271.403647
1260	3270.267997
1261	3267.965176
1262	3266.730971
1263	3264.818725
1264	3263.850309
1265	3262.123031
1266	3260.206553
1267	3258.943177
1268	3257.572235
1269	3255.787673
1270	3254.019627
1271	3252.430309
1272	3251.344009
1273	3250.846626
1274	3248.321653
1275	3246.690328
1276	3244.101412
1277	3242.155665
1278	3239.913873
1279	3238.2549
1280	3236.450103
1281	3234.64314
1282	3232.800647
1283	3230.97091
1284	3229.499641
1285	3228.397992
1286	3226.731239
1287	3225.212777
1288	3224.622139
1289	3223.624032
1290	3221.768517
1291	3221.185577
1292	3219.53885
1293	3217.819266
1294	3215.998752
1295	3214.757847
1296	3212.342673
1297	3209.459017
1298	3207.645193
1299	3205.956138
1300	3203.668823
1301	3202.541063
1302	3200.766754
1303	3198.71565
1304	3197.921458
1305	3196.382739
1306	3195.422311
1307	3194.482431
1308	3192.829731
1309	3190.243959
1310	3187.637251
1311	3185.689731
1312	3185.175776
1313	3183.853874
1314	3182.261089
1315	3180.203564
1316	3178.131643
1317	3176.600606
1318	3174.481849
1319	3172.978076
1320	3171.668669
1321	3169.709633
1322	3168.95172
1323	3167.481538
1324	3165.994132
1325	3164.299688
1326	3161.481928
1327	3159.520434
1328	3158.202306
1329	3155.737951
1330	3153.858961
1331	3152.844183
1332	3151.675098
1333	3150.821447
1334	3149.24059
1335	3147.381409
1336	3144.623766
1337	3142.665328
1338	3141.117902
1339	3139.880283
1340	3138.256984
1341	3135.973155
1342	3134.680583
1343	3133.838445
1344	3132.470531
1345	3130.277778
1346	3129.54055
1347	3127.519847
1348	3125.928989
1349	3124.973499
1350	3123.228401
1351	3121.565854
1352	3119.92913
1353	3118.18507
1354	3116.51225
1355	3114.80777
1356	3113.605634
1357	3112.154308
1358	3110.223532
1359	3109.032713
1360	3107.305749
1361	3105.74394
1362	3105.424461
1363	3105.272864
1364	3103.641726
1365	3102.535265
1366	3100.505942
1367	3098.757162
1368	3096.819332
1369	3094.552808
1370	3092.590005
1371	3090.717129
1372	3088.867082
1373	3087.12252
1374	3084.996512
1375	3084.704257
1376	3082.789406
1377	3082.286845
1378	3080.585357
1379	3078.902342
1380	3077.404815
1381	3075.570692
1382	3074.031808
1383	3073.168014
1384	3070.926482
1385	3069.547095
1386	3067.99107
1387	3066.946067
1388	3065.548757
1389	3063.762284
1390	3062.204187
1391	3060.783729
1392	3058.624293
1393	3057.324266
1394	3055.632144
1395	3053.699452
1396	3052.26841
1397	3050.943764
1398	3048.754829
1399	3047.130359
1400	3044.571947
1401	3043.264334
1402	3042.247311
1403	3040.754989
1404	3039.17305
1405	3038.200383
1406	3037.580154
1407	3036.185865
1408	3034.873588
1409	3032.129251
1410	3030.130408
1411	3028.794724
1412	3026.659847
1413	3024.461726
1414	3023.622922
1415	3022.248759
1416	3020.486496
1417	3018.745538
1418	3017.130128
1419	3014.956539
1420	3013.356094
1421	3012.796258
1422	3011.0685
1423	3009.860218
1424	3008.247398
1425	3006.39649
1426	3004.954821
1427	3003.619762
1428	3002.801283
1429	3000.789259
1430	2999.597096
1431	2998.587844
1432	2997.194958
1433	2995.82728
1434	2993.768355
1435	2993.084809
1436	2992.673254
1437	2992.549223
1438	2991.67237
1439	2990.434756
1440	2989.47076
1441	2988.032911
1442	2985.710416
1443	2983.86546
1444	2982.557124
1445	2981.243544
1446	2979.864393
1447	2978.29265
1448	2977.588081
1449	2976.587012
1450	2974.442765
1451	2973.251103
1452	2973.208094
1453	2971.068657
1454	2969.297455
1455	2968.009029
1456	2965.788654
1457	2965.647555
1458	2964.935991
1459	2962.609917
1460	2961.556483
1461	2959.088788
1462	2957.333171
1463	2955.495777
1464	2953.848669
1465	2952.699136
1466	2952.061959
1467	2950.075128
1468	2948.290457
1469	2947.358244
1470	2945.890417
1471	2945.137854
1472	2943.461789
1473	2942.125857
1474	2940.988242
1475	2939.603332
1476	2937.519821
1477	2936.223025
1478	2934.063487
1479	2933.714839
1480	2932.129211
1481	2930.538822
1482	2929.536503
1483	2928.597641
1484	2926.916725
1485	2925.511737
1486	2925.307099
1487	2925.239028
1488	2923.364026
1489	2923.274564
1490	2921.712318
1491	2919.565223
1492	2917.493844
1493	2916.012946
1494	2914.829134
1495	2913.434526
1496	2912.746331
1497	2911.839039
1498	2909.567297
1499	2908.796391
1500	2907.313505
1501	2905.280587
1502	2903.822731
1503	2903.646618
1504	2901.774039
1505	2900.634048
1506	2900.535554
1507	2898.699479
1508	2897.942279
1509	2896.173431
1510	2894.194075
1511	2892.774043
1512	2892.31636
1513	2891.123895
1514	2889.945931
1515	2889.069197
1516	2887.367014
1517	2886.320035
1518	2885.604997
1519	2885.382066
1520	2883.676619
1521	2881.947884
1522	2879.913492
1523	2877.848376
1524	2876.320584
1525	2874.73585
1526	2873.837583
1527	2873.651643
1528	2872.901609
1529	2871.186592
1530	2869.708138
1531	2867.921675
1532	2866.251492
1533	2864.881075
1534	2862.926545
1535	2861.878973
1536	2859.88665
1537	2858.986037
1538	2857.193277
1539	2854.754462
1540	2853.483961
1541	2851.941123
1542	2850.312854
1543	2848.954229
1544	2847.999262
1545	2845.791494
1546	2844.56201
1547	2843.995143
1548	2842.693847
1549	2841.054898
1550	2839.489228
1551	2838.338839
1552	2836.688156
1553	2834.25382
1554	2833.3163
1555	2831.385271
1556	2829.545484
1557	2827.90598
1558	2827.117938
1559	2825.960998
1560	2823.500967
1561	2822.533837
1562	2820.035743
1563	2818.043763
1564	2816.74662
1565	2815.871521
1566	2814.731836
1567	2813.085935
1568	2811.219825
1569	2810.47781
1570	2809.807144
1571	2808.187618
1572	2807.412685
1573	2805.836281
1574	2803.983105
1575	2801.990789
1576	2800.379208
1577	2798.826591
1578	2797.952186
1579	2797.847105
1580	2797.455772
1581	2795.342128
1582	2793.186703
1583	2791.588987
1584	2790.831993
1585	2789.623703
1586	2787.745821
1587	2786.782371
1588	2784.846014
1589	2783.264512
1590	2782.451941
1591	2780.833985
1592	2779.158433
1593	2778.034599
1594	2776.084971
1595	2774.303515
1596	2773.157553
1597	2772.039803
1598	2770.526973
1599	2769.071008
1600	2767.560739
1601	2766.64826
1602	2765.959602
1603	2765.835437
1604	2764.366876
1605	2763.08848
1606	2760.59559
1607	2758.892695
1608	2757.728595
1609	2756.45317
1610	2755.240609
1611	2755.115649
1612	2754.569002
1613	2753.877933
1614	2752.514695
1615	2751.718918
1616	2750.684481
1617	2749.908398
1618	2748.999598
1619	2747.340936
1620	2746.204637
1621	2744.42426
1622	2743.360116
1623	2741.873792
1624	2740.811737
1625	2739.85488
1626	2737.898349
1627	2737.238496
1628	2735.74957
1629	2733.943144
1630	2732.733996
1631	2731.157773
1632	2730.048396
1633	2727.773519
1634	2726.480053
1635	2725.638478
1636	2725.228949
1637	2724.082159
1638	2722.856741
1639	2721.839904
1640	2720.996468
1641	2719.609774
1642	2718.692288
1643	2717.413741
1644	2715.899217
1645	2714.343308
1646	2712.512922
1647	2711.235876
1648	2710.632117
1649	2709.860664
