iter	Passed	Remaining
818	3256	1514
819	3259	1510
820	3263	1506
821	3267	1502
822	3270	1498
823	3275	1494
824	3280	1491
825	3284	1487
826	3288	1483
827	3292	1479
828	3299	1476
829	3305	1473
830	3310	1470
831	3314	1465
832	3318	1461
833	3322	1458
834	3327	1454
835	3331	1450
836	3335	1446
837	3340	1443
838	3345	1439
839	3349	1435
840	3353	1431
841	3357	1427
842	3362	1423
843	3366	1419
844	3369	1415
845	3373	1411
846	3378	1408
847	3383	1404
848	3386	1400
849	3390	1395
850	3393	1391
851	3397	1387
852	3400	1383
853	3404	1379
854	3409	1375
855	3413	1371
856	3417	1367
857	3422	1364
858	3427	1360
859	3432	1357
860	3436	1352
861	3439	1348
862	3443	1344
863	3447	1340
864	3451	1336
865	3455	1332
866	3458	1328
867	3462	1324
868	3466	1320
869	3469	1316
870	3472	1311
871	3476	1307
872	3479	1303
873	3482	1299
874	3486	1294
875	3490	1290
876	3494	1286
877	3497	1282
878	3501	1278
879	3505	1274
880	3508	1270
881	3512	1266
882	3515	1262
883	3520	1258
884	3523	1254
885	3527	1249
886	3532	1246
887	3536	1242
888	3540	1238
889	3546	1235
890	3550	1231
891	3553	1227
892	3557	1222
893	3561	1218
894	3564	1214
895	3568	1210
896	3573	1207
897	3578	1203
898	3584	1199
899	3588	1196
900	3592	1192
901	3595	1187
902	3598	1183
903	3601	1179
904	3605	1175
905	3608	1170
906	3611	1166
907	3614	1162
908	3618	1158
909	3622	1154
910	3625	1150
911	3627	1145
912	3631	1141
913	3636	1137
914	3640	1133
915	3643	1129
916	3647	1125
917	3651	1121
918	3654	1117
919	3657	1113
920	3662	1109
921	3665	1105
922	3668	1100
923	3671	1096
924	3675	1092
925	3678	1088
926	3683	1084
927	3687	1080
928	3690	1076
929	3693	1072
930	3698	1068
931	3702	1064
932	3705	1060
933	3709	1056
934	3713	1052
935	3718	1048
936	3723	1045
937	3727	1041
938	3730	1036
939	3735	1033
940	3738	1028
941	3741	1024
942	3745	1020
943	3748	1016
944	3753	1012
945	3758	1009
946	3761	1004
947	3766	1001
948	3770	997
949	3774	993
950	3778	989
951	3783	985
952	3789	982
953	3793	978
954	3798	974
955	3802	970
956	3806	966
957	3809	962
958	3813	958
959	3817	954
960	3821	950
961	3826	946
962	3829	942
963	3834	938
964	3838	934
965	3842	930
966	3846	926
967	3850	922
968	3854	918
969	3858	914
970	3863	911
971	3866	907
972	3870	903
973	3874	899
974	3879	895
975	3884	891
976	3887	887
977	3891	883
978	3893	878
979	3897	874
980	3901	871
981	3904	866
982	3907	862
983	3910	858
984	3914	854
985	3918	850
986	3922	846
987	3925	842
988	3930	838
989	3934	834
990	3939	830
991	3944	827
992	3948	823
993	3952	819
994	3957	815
995	3961	811
996	3965	807
997	3970	803
998	3973	799
999	3976	795
1000	3981	791
1001	3984	787
1002	3987	783
1003	3991	779
1004	3994	775
1005	3997	770
1006	4000	766
1007	4004	762
1008	4007	758
1009	4010	754
1010	4014	750
1011	4018	746
1012	4021	742
1013	4024	738
1014	4030	734
1015	4035	730
1016	4040	727
1017	4044	723
1018	4047	718
1019	4052	715
1020	4055	710
1021	4061	707
1022	4065	703
1023	4070	699
1024	4074	695
1025	4078	691
1026	4083	687
1027	4087	683
1028	4091	679
1029	4094	675
1030	4098	671
1031	4101	667
1032	4105	663
1033	4109	659
1034	4114	656
1035	4118	651
1036	4121	647
1037	4125	643
1038	4128	639
1039	4131	635
1040	4136	631
1041	4139	627
1042	4143	623
1043	4145	619
1044	4150	615
1045	4153	611
1046	4158	607
1047	4161	603
1048	4164	599
1049	4169	595
1050	4173	591
1051	4177	587
1052	4181	583
1053	4186	579
1054	4190	575
1055	4195	572
1056	4198	568
1057	4202	564
1058	4206	560
1059	4210	556
1060	4214	552
1061	4219	548
1062	4223	544
1063	4227	540
1064	4231	536
1065	4235	532
1066	4240	528
1067	4244	524
1068	4248	520
1069	4251	516
1070	4255	512
1071	4260	508
1072	4264	504
1073	4268	500
1074	4273	496
1075	4277	492
1076	4280	488
1077	4285	484
1078	4288	480
1079	4293	477
1080	4297	473
1081	4302	469
1082	4307	465
1083	4311	461
1084	4316	457
1085	4320	453
1086	4324	449
1087	4330	445
1088	4333	441
1089	4338	437
1090	4343	433
1091	4348	430
1092	4353	426
1093	4358	422
1094	4363	418
1095	4367	414
1096	4371	410
1097	4376	406
1098	4380	402
1099	4384	398
1100	4389	394
1101	4393	390
1102	4398	386
1103	4402	382
1104	4406	378
1105	4410	374
1106	4415	370
1107	4419	366
1108	4422	362
1109	4426	358
1110	4430	354
1111	4434	350
1112	4439	347
1113	4444	343
1114	4449	339
1115	4452	335
1116	4456	331
1117	4461	327
1118	4466	323
1119	4470	319
1120	4473	315
1121	4476	311
1122	4479	307
1123	4483	303
1124	4487	299
1125	4491	295
1126	4495	291
1127	4498	287
1128	4502	283
1129	4505	279
1130	4510	275
1131	4513	271
1132	4519	267
1133	4522	263
1134	4525	259
1135	4528	255
1136	4532	251
1137	4535	247
1138	4539	243
1139	4542	239
1140	4546	235
1141	4550	231
1142	4553	227
1143	4556	223
1144	4560	219
1145	4567	215
1146	4571	211
1147	4575	207
1148	4581	203
1149	4586	199
1150	4591	195
1151	4595	191
1152	4599	187
1153	4603	183
1154	4606	179
1155	4610	175
1156	4612	171
1157	4616	167
1158	4619	163
1159	4622	159
1160	4625	155
1161	4628	151
1162	4632	147
1163	4635	143
1164	4638	139
1165	4642	135
1166	4646	131
1167	4649	127
1168	4653	123
1169	4657	119
1170	4661	115
1171	4665	111
1172	4670	107
1173	4675	103
1174	4679	99
1175	4683	95
1176	4686	91
1177	4690	87
1178	4694	83
1179	4699	79
1180	4702	75
1181	4706	71
1182	4712	67
1183	4716	63
1184	4721	59
1185	4725	55
1186	4729	51
1187	4733	47
1188	4738	43
1189	4741	39
1190	4746	35
1191	4749	31
1192	4753	27
1193	4758	23
1194	4762	19
1195	4768	15
1196	4772	11
1197	4775	7
1198	4779	3
1199	4782	0
