iter	RMSE
225	4348.738218
226	4347.594671
227	4344.137234
228	4340.303597
229	4337.968535
230	4336.970769
231	4335.918602
232	4333.363345
233	4329.883789
234	4329.17349
235	4320.1453
236	4314.886022
237	4310.949851
238	4308.869498
239	4307.354949
240	4306.049393
241	4305.270975
242	4301.088505
243	4296.902187
244	4285.578455
245	4276.163953
246	4271.693235
247	4271.372184
248	4267.698546
249	4261.813493
250	4249.362626
251	4242.927502
252	4234.999592
253	4229.473339
254	4222.103397
255	4220.502425
256	4219.572933
257	4218.174559
258	4216.254347
259	4209.97452
260	4209.336592
261	4207.890087
262	4205.700734
263	4199.96424
264	4193.723899
265	4190.835036
266	4189.071424
267	4185.89088
268	4183.624273
269	4174.773252
270	4165.259713
271	4161.075835
272	4153.360281
273	4144.790513
274	4138.826732
275	4134.792003
276	4132.980866
277	4125.828667
278	4124.662728
279	4118.62365
280	4117.664602
281	4110.674522
282	4106.012264
283	4105.653043
284	4105.114182
285	4102.995801
286	4092.160857
287	4089.649669
288	4078.106743
289	4071.482192
290	4070.19849
291	4067.06409
292	4064.930129
293	4062.471875
294	4055.553538
295	4050.857408
296	4047.316504
297	4034.637678
298	4032.984498
299	4030.257693
300	4022.706426
301	4022.263973
302	4015.783619
303	4012.908273
304	4010.398952
305	4001.942463
306	4001.068022
307	4000.521003
308	3996.650448
309	3993.263555
310	3991.041498
311	3987.738024
312	3986.160134
313	3982.781353
314	3980.582373
315	3974.843216
316	3972.858787
317	3970.991815
318	3964.279258
319	3957.677158
320	3949.499156
321	3943.520529
322	3940.688017
323	3937.180535
324	3931.837511
325	3931.113981
326	3929.745906
327	3928.573084
328	3925.880987
329	3921.501138
330	3916.711827
331	3908.794243
332	3906.242912
333	3906.012555
334	3901.48145
335	3898.759248
336	3897.874832
337	3896.431124
338	3892.545325
339	3889.077783
340	3883.812077
341	3881.305098
342	3879.663829
343	3878.171946
344	3871.328209
345	3867.046359
346	3865.519478
347	3857.159052
348	3854.187743
349	3853.687133
350	3847.343641
351	3846.920976
352	3845.604087
353	3844.903553
354	3842.073969
355	3834.885003
356	3832.90355
357	3826.611406
358	3823.385235
359	3820.02284
360	3819.875991
361	3817.023471
362	3812.580541
363	3808.273567
364	3800.137002
365	3797.441203
366	3788.915666
367	3787.250374
368	3782.16412
369	3780.331015
370	3772.879085
371	3770.925952
372	3769.512452
373	3766.035606
374	3764.898824
375	3757.153488
376	3756.665411
377	3751.656312
378	3750.853461
379	3747.577974
380	3745.966671
381	3744.274484
382	3743.106552
383	3739.746925
384	3738.802694
385	3735.571765
386	3733.100179
387	3726.926337
388	3723.624987
389	3720.688554
390	3718.265125
391	3714.151106
392	3709.879349
393	3708.889123
394	3706.544895
395	3700.663712
396	3698.729877
397	3688.318222
398	3685.847054
399	3680.915766
400	3674.614175
401	3669.067906
402	3668.750317
403	3662.000829
404	3658.668841
405	3656.822802
406	3656.398162
407	3656.076969
408	3654.333826
409	3646.776583
410	3646.501258
411	3640.986888
412	3640.479723
413	3638.499697
414	3634.157103
415	3630.436269
416	3625.070728
417	3617.657566
418	3613.670089
419	3610.09914
420	3606.661583
421	3606.141258
422	3604.017191
423	3600.37401
424	3598.613448
425	3592.044496
426	3590.334582
427	3584.439027
428	3579.918232
429	3577.86285
430	3577.493556
431	3568.446966
432	3566.68403
433	3565.386335
434	3561.975515
435	3557.828449
436	3556.051499
437	3553.938628
438	3551.847473
439	3546.087251
440	3540.430804
441	3540.175481
442	3538.979021
443	3534.604243
444	3531.66647
445	3528.353027
446	3526.340848
447	3525.482228
448	3522.150365
449	3519.380745
450	3516.085359
451	3512.785241
452	3509.876842
453	3504.819992
454	3499.526546
455	3497.193765
456	3492.68814
457	3488.445985
458	3483.501438
459	3479.383115
460	3478.22527
461	3476.483057
462	3470.927518
463	3468.914376
464	3463.699922
465	3456.977788
466	3453.974842
467	3451.39721
468	3450.678071
469	3449.676175
470	3448.042879
471	3445.386122
472	3443.513476
473	3441.355448
474	3439.943142
475	3436.734312
476	3433.494908
477	3432.560948
478	3427.188924
479	3420.505812
480	3419.803172
481	3416.013018
482	3414.477396
483	3411.325508
484	3410.341882
485	3410.272751
486	3410.175429
487	3408.351373
488	3406.110387
489	3403.099851
490	3396.068592
491	3393.586401
492	3391.019373
493	3387.985927
494	3385.288702
495	3379.321274
496	3377.235458
497	3376.880742
498	3375.73737
499	3372.73898
500	3370.896159
501	3366.126096
502	3363.776538
503	3360.250979
504	3356.802736
505	3352.535709
506	3348.442514
507	3348.187773
508	3344.322298
509	3338.214481
510	3336.230763
511	3333.264472
512	3328.820019
513	3327.507563
514	3325.174613
515	3323.614652
516	3318.485531
517	3314.483678
518	3313.31534
519	3312.328817
520	3309.966554
521	3308.989984
522	3308.437256
523	3306.319319
524	3304.298878
525	3302.596581
526	3301.602915
527	3299.638853
528	3294.506059
529	3291.997138
530	3291.261385
531	3288.01046
532	3287.140679
533	3283.104581
534	3280.61135
535	3278.085165
536	3275.540943
537	3271.424848
538	3271.154253
539	3269.946986
540	3266.556131
541	3266.008213
542	3258.913315
543	3257.244189
544	3257.111875
545	3257.035965
546	3253.217978
547	3250.422347
548	3246.237548
549	3244.388468
550	3241.563091
551	3239.157679
552	3238.702712
553	3237.577055
554	3237.295918
555	3235.149656
556	3230.30829
557	3226.606793
558	3226.144383
559	3225.000684
560	3222.392601
561	3218.018095
562	3217.914285
563	3214.718688
564	3212.471326
565	3211.385825
566	3211.173624
567	3209.03728
568	3204.86012
569	3199.586989
570	3198.311306
571	3196.120313
572	3190.482682
573	3188.885794
574	3187.482044
575	3184.130392
576	3182.725245
577	3180.913705
578	3178.90442
579	3175.784463
580	3171.775209
581	3170.35785
582	3168.749565
583	3167.483549
584	3163.26316
585	3161.946918
586	3161.520859
587	3159.414958
588	3157.491981
589	3153.680076
590	3152.448104
591	3149.729649
592	3146.697809
593	3143.179667
594	3139.649309
595	3138.085358
596	3134.330775
597	3131.723776
598	3131.080213
599	3128.743063
600	3125.148879
601	3123.313383
602	3119.023653
603	3117.1154
604	3113.421958
605	3111.123817
606	3109.673075
607	3108.696336
608	3106.809401
609	3104.661004
610	3103.63095
611	3101.481252
612	3100.373009
613	3096.012174
614	3092.007273
615	3089.235843
616	3087.613986
617	3085.266133
618	3082.91186
619	3079.842561
620	3076.621356
621	3073.947795
622	3073.610407
623	3073.082315
624	3067.809918
625	3066.942532
626	3065.285422
627	3063.365877
628	3058.817464
629	3057.633196
630	3054.486003
631	3053.77553
632	3050.75032
633	3044.810936
634	3041.633974
635	3040.835082
636	3036.229423
637	3035.937486
638	3032.32348
639	3029.221713
640	3025.724631
641	3022.431849
642	3021.432795
643	3020.509668
644	3017.310153
645	3013.947055
646	3005.823212
647	3004.299226
648	3000.881924
649	3000.331897
650	2999.283655
651	2998.896037
652	2997.827591
653	2994.509913
654	2990.864111
655	2986.706969
656	2986.256
657	2982.164183
658	2982.04925
659	2980.118569
660	2976.536818
661	2976.128474
662	2972.930134
663	2970.704679
664	2969.086701
665	2966.548077
666	2961.143819
667	2956.361898
668	2955.720702
669	2952.551125
670	2949.214961
671	2947.237385
672	2946.45551
673	2945.744098
674	2942.7178
675	2939.903398
676	2934.637475
677	2932.148434
678	2931.758025
679	2928.354017
680	2925.298069
681	2922.859409
682	2922.169685
683	2918.822091
684	2914.734678
685	2911.7625
686	2908.810757
687	2907.805132
688	2905.683333
689	2905.265838
690	2904.511733
691	2903.20572
692	2900.824863
693	2899.970323
694	2899.088814
695	2897.623042
696	2895.045336
697	2894.90713
698	2890.848719
699	2885.086894
700	2883.480294
701	2882.562251
702	2881.441495
703	2879.085078
704	2878.33304
705	2875.167626
706	2873.52967
707	2869.491163
708	2868.782329
709	2865.414355
710	2863.444713
711	2862.886752
712	2860.206878
713	2858.410783
714	2856.095771
715	2855.684257
716	2855.096185
717	2852.899569
718	2848.788516
719	2845.139386
720	2842.059848
721	2840.952552
722	2838.965145
723	2837.452098
724	2834.664944
725	2831.14744
726	2828.587893
727	2826.573288
728	2824.859614
729	2823.74081
730	2821.803796
731	2820.430627
732	2819.814178
733	2816.511506
734	2815.532886
735	2812.238706
736	2807.627983
737	2806.834893
738	2805.118111
739	2801.000356
740	2798.990484
741	2798.890902
742	2797.931423
743	2797.872068
744	2795.312403
745	2792.884901
746	2788.91438
747	2788.794565
748	2787.796826
749	2785.134101
750	2783.829984
751	2783.235547
752	2781.758627
753	2780.459387
754	2778.443837
755	2777.841383
756	2775.333061
757	2775.139473
758	2773.070243
759	2770.478964
760	2769.152297
761	2768.444359
762	2767.381962
763	2764.95929
764	2764.397446
765	2762.329571
766	2761.278346
767	2758.265549
768	2756.701812
769	2753.996816
770	2751.268737
771	2749.431944
772	2746.717105
773	2745.388177
774	2744.989476
775	2740.757728
776	2738.737744
777	2738.536821
778	2735.23888
779	2732.351115
780	2729.010509
781	2726.287902
782	2724.316329
783	2724.26837
784	2722.629787
785	2722.57921
786	2717.19956
787	2715.627456
788	2714.21013
789	2713.668196
790	2712.490091
791	2709.148709
792	2705.649491
793	2705.275217
794	2702.495866
795	2700.102589
796	2699.516219
797	2696.496055
798	2695.736164
799	2694.03175
800	2692.584633
801	2692.006935
802	2688.728992
803	2685.377943
804	2685.332875
805	2683.946692
806	2681.983068
807	2679.154899
808	2675.95655
809	2674.29363
810	2673.225601
811	2671.317484
812	2668.384617
813	2667.393779
814	2665.448712
815	2664.468995
816	2664.399033
817	2662.080892
818	2661.229384
819	2659.776661
820	2658.623066
821	2656.006211
822	2652.432938
823	2651.487389
824	2650.66821
825	2649.138393
826	2647.478935
827	2645.804775
828	2642.779869
829	2641.756926
830	2639.685354
831	2637.92616
832	2634.724747
833	2631.504734
834	2628.577278
835	2626.415785
836	2624.015015
837	2623.225204
838	2622.824487
839	2622.212786
840	2621.538641
841	2621.173624
842	2619.419662
843	2616.732971
844	2614.312116
845	2612.541471
846	2610.610337
847	2604.943663
848	2604.747779
849	2602.011228
850	2599.369715
851	2598.925756
852	2597.717552
853	2595.856651
854	2593.41899
855	2591.861907
856	2591.506143
857	2590.966093
858	2590.116879
859	2587.749583
860	2584.302948
861	2583.109608
862	2581.605978
863	2580.370725
864	2579.094405
865	2578.619434
866	2575.799992
867	2571.437131
868	2569.436423
869	2568.259241
870	2567.527668
871	2562.403634
872	2561.556299
873	2559.357525
874	2558.191738
875	2556.707732
876	2553.707841
877	2551.465691
878	2549.56416
879	2546.670903
880	2542.93442
881	2542.87219
882	2541.59036
883	2539.101402
884	2539.044435
885	2536.182184
886	2533.656946
887	2533.056156
888	2530.335335
889	2530.024356
890	2527.36434
891	2522.847761
892	2521.803554
893	2521.255658
894	2519.401435
895	2516.655388
896	2514.804599
897	2512.083895
898	2511.715729
899	2508.907512
900	2506.745835
901	2505.184797
902	2504.757649
903	2504.42608
904	2502.755646
905	2502.397083
906	2502.114864
907	2500.803891
908	2498.187646
909	2495.179417
910	2494.77324
911	2493.129856
912	2488.963793
913	2486.260745
914	2482.955804
915	2480.672443
916	2479.272298
917	2476.292239
918	2472.71145
919	2472.448958
920	2468.658309
921	2468.356247
922	2467.449384
923	2465.80656
924	2463.904075
925	2462.502967
926	2460.538642
927	2460.062196
928	2458.435445
929	2457.059611
930	2455.225707
931	2453.002852
932	2452.764128
933	2452.117058
934	2450.185406
935	2450.134909
936	2449.874104
937	2447.638263
938	2446.744677
939	2445.265276
940	2444.979958
941	2441.718896
942	2440.489734
943	2439.384797
944	2438.255273
945	2436.464652
946	2433.806305
947	2432.58988
948	2431.811242
949	2429.365238
950	2426.290786
951	2423.597159
952	2419.544761
953	2419.357365
954	2417.891096
955	2416.194891
956	2413.666908
957	2409.748841
958	2404.302873
959	2402.062841
960	2401.458369
961	2399.108692
962	2398.111527
963	2395.17417
964	2392.693312
965	2388.687773
966	2385.43057
967	2381.47321
968	2378.911894
969	2377.79863
970	2375.377236
971	2374.037305
972	2371.779862
973	2370.87948
974	2370.445419
975	2367.084374
976	2366.870602
977	2365.448
978	2363.838338
979	2362.186408
980	2361.256829
981	2360.219777
982	2358.045659
983	2357.113384
984	2356.896769
985	2352.576777
986	2350.572087
987	2348.652324
988	2348.272955
989	2347.976005
990	2346.161243
991	2342.76105
992	2339.892384
993	2337.50089
994	2337.058623
995	2335.548072
996	2333.302706
997	2331.599588
998	2330.079721
999	2326.148306
1000	2323.216725
1001	2322.140481
1002	2319.957404
1003	2316.888758
1004	2316.565194
1005	2316.363181
1006	2315.884791
1007	2314.658374
1008	2314.591927
1009	2312.11316
1010	2309.593896
1011	2307.893186
1012	2304.478285
1013	2303.614526
1014	2302.194955
1015	2299.705821
1016	2298.2488
1017	2295.691641
1018	2293.574322
1019	2290.941414
1020	2288.610947
1021	2287.590727
1022	2286.939703
1023	2286.542416
1024	2284.86139
1025	2282.662392
1026	2282.593394
1027	2280.791927
1028	2278.958126
1029	2277.183747
1030	2276.213756
1031	2273.371441
1032	2272.78609
1033	2271.529341
1034	2269.66189
1035	2267.142463
1036	2267.019006
1037	2266.630985
1038	2264.757695
1039	2263.656878
1040	2261.581156
1041	2258.386693
1042	2256.146316
1043	2254.645093
1044	2254.387429
1045	2252.072226
1046	2251.643254
1047	2250.854379
1048	2248.962608
1049	2245.411242
1050	2243.928412
1051	2241.518438
1052	2241.447445
1053	2239.199282
1054	2238.517721
1055	2234.540804
1056	2232.001838
1057	2231.705764
1058	2227.833942
1059	2227.389885
1060	2227.098315
1061	2224.975382
1062	2224.289962
1063	2221.091987
1064	2220.399038
1065	2219.681758
1066	2217.698638
1067	2216.272475
1068	2215.515658
1069	2215.265394
1070	2214.833724
1071	2212.529025
1072	2209.912813
1073	2209.67802
1074	2207.335224
1075	2206.303531
1076	2206.229653
1077	2204.136518
1078	2204.078723
1079	2203.049629
1080	2203.004977
1081	2201.871508
1082	2200.05511
1083	2198.847577
1084	2198.280664
1085	2198.146712
1086	2196.331153
1087	2195.543712
1088	2194.403079
1089	2191.125812
1090	2189.796455
1091	2185.369053
1092	2183.492908
1093	2180.451092
1094	2179.422591
1095	2178.616553
1096	2177.477563
1097	2176.127163
1098	2175.266288
1099	2174.143637
1100	2172.359955
1101	2172.285143
1102	2171.018588
1103	2168.820094
1104	2167.935129
1105	2166.484198
1106	2164.825446
1107	2163.983796
1108	2161.473423
1109	2160.595909
1110	2159.650384
1111	2157.399691
1112	2156.484361
1113	2153.962242
1114	2152.687548
1115	2150.702283
1116	2148.515642
1117	2147.58302
1118	2146.192435
1119	2144.974278
1120	2143.28435
1121	2142.744124
1122	2141.172823
1123	2140.651309
1124	2138.536639
1125	2136.676941
1126	2136.443237
1127	2136.393764
1128	2134.3236
1129	2132.397879
1130	2129.344153
1131	2128.546083
1132	2126.651622
1133	2125.425627
1134	2123.240745
1135	2122.392547
1136	2122.09208
1137	2121.031723
1138	2119.245719
1139	2118.351828
1140	2117.320618
1141	2116.297555
1142	2114.436448
1143	2114.108843
1144	2113.247287
1145	2111.462864
1146	2109.960407
1147	2109.090513
1148	2107.741087
1149	2106.802321
1150	2105.512328
1151	2102.105077
1152	2098.739191
1153	2097.905049
1154	2096.474904
1155	2095.479869
1156	2092.561599
1157	2090.978881
1158	2089.783422
1159	2089.531496
1160	2086.380006
1161	2085.751648
1162	2084.942627
1163	2083.088853
1164	2082.175137
1165	2079.791527
1166	2076.9685
1167	2076.253911
1168	2074.631086
1169	2074.59517
1170	2072.545301
1171	2070.315413
1172	2067.098312
1173	2064.579495
1174	2063.780675
1175	2060.104789
1176	2058.383207
1177	2057.791796
1178	2056.242082
1179	2054.734091
1180	2053.037396
1181	2051.110973
1182	2048.747447
1183	2047.522295
1184	2046.141621
1185	2045.440719
1186	2044.08836
1187	2043.997361
1188	2042.525004
1189	2040.675509
1190	2040.600082
1191	2040.187087
1192	2038.567151
1193	2036.599424
1194	2036.203612
1195	2035.80971
1196	2034.315635
1197	2033.766511
1198	2032.426652
1199	2030.047112
